Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Estrella Burgos V.,Melzer J.,108,77,514,659,1.4,2.75,6-1 6-4 6-2
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Krajinovic F.,Groth S.,Groth S.,97,82,558,625,3.4,1.3,3-6 6-7 4-6
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Monaco J.,Bolelli S.,48,63,864,770,1.57,2.25,6-3 3-6 6-3 6-1
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Troicki V.,Troicki V.,39,54,985,826,2.1,1.66,3-6 6-3 2-6 3-6
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Gulbis E.,Kokkinakis T.,147,13,361,2455,2.37,1.53,5-7 6-0 1-6 7-6 8-6
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Lu Y.H.,Federer R.,Federer R.,47,2,888,9875,17.0,1.02,4-6 2-6 5-7
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Jaziri M.,Kukushkin M.,Jaziri M.,75,51,676,847,2.75,1.4,6-2 6-3 2-6 7-6
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Bemelmans R.,Karlovic I.,Karlovic I.,173,27,293,1365,4.0,1.22,4-6 2-6 4-6
Australian Open,2015-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Delbonis F.,Kyrgios N.,53,62,830,775,1.16,5.0,7-6 3-6 6-3 6-7 6-3
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Fognini F.,Gonzalez A.,Gonzalez A.,18,107,1790,519,1.36,3.0,6-4 2-6 3-6 4-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Kudla D.,Lopez F.,14,123,2130,452,1.22,4.0,3-6 6-2 4-6 6-2 10-8
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Rola B.,Mannarino A.,Mannarino A.,80,36,632,1043,4.0,1.22,6-7 3-6 2-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Almagro N.,Nishikori K.,5,69,5025,700,1.07,9.0,6-4 7-6 6-2
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,Johnson S.,Johnson S.,192,38,260,993,5.0,1.16,4-6 4-6 3-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Hernych J.,Giraldo S.,32,201,1175,244,1.61,2.2,6-3 6-2 6-2
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Puetz T.,Young D.,Young D.,183,56,275,809,3.4,1.3,4-6 6-4 3-6 2-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Ward J.,Verdasco F.,33,103,1135,539,1.18,4.5,2-6 6-0 7-6 6-3
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Marchenko I.,Raonic M.,Raonic M.,144,8,375,4575,11.0,1.05,6-7 6-7 3-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Ilhan M.,Wawrinka S.,4,100,5370,553,1.02,19.0,6-1 6-4 6-2
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lokoli L.,Haider-Maurer A.,Haider-Maurer A.,259,79,191,651,2.5,1.5,4-6 5-7 6-4 3-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Robert S.,Granollers M.,58,132,790,421,2.1,1.66,6-3 6-4 6-4
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Souza J.,Dodig I.,Dodig I.,115,86,488,610,4.0,1.22,4-6 5-7 4-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Wang J.,Isner J.,21,118,1685,485,1.16,5.0,7-6 6-4 6-4
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Thiem D.,Bautista R.,Bautista R.,40,16,977,2110,2.75,1.4,6-4 2-6 3-6 6-7
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Carreno-Busta P.,Muller G.,42,52,964,841,1.4,2.75,6-4 7-6 7-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Simon G.,Simon G.,83,20,620,1730,5.0,1.16,1-6 3-6 4-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Bedene A.,Djokovic N.,1,116,11405,487,1.01,26.0,6-3 6-2 6-4
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Ferrer D.,Ferrer D.,65,10,753,4145,11.0,1.05,7-6 2-6 0-6 3-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Bachinger M.,Cuevas P.,Bachinger M.,142,29,378,1227,2.0,1.72,7-6 6-3 6-1
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ymer E.,Soeda G.,Soeda G.,212,92,230,571,1.8,1.9,6-1 4-6 6-4 3-6 3-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Andujar P.,Copil M.,194,43,254,950,2.25,1.57,6-2 6-2 7-5
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Golubev A.,Nieminen J.,Nieminen J.,73,72,691,693,2.37,1.53,1-6 2-6 6-7
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Lajovic D.,Stakhovsky S.,71,68,699,711,1.5,2.5,6-3 4-6 6-4 6-7 6-4
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Moriya H.,Janowicz J.,Janowicz J.,146,44,366,925,8.0,1.08,6-7 6-2 3-6 5-7
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Kuznetsov An.,Ramos-Vinolas A.,Kuznetsov An.,88,61,595,780,1.53,2.37,6-1 3-6 6-3 7-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Becker B.,Becker B.,25,41,1390,973,1.36,3.0,5-7 7-5 2-6 4-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Dolgopolov O.,Lorenzi P.,64,23,759,1455,1.66,2.1,6-4 6-3 6-2
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Zhang Z.,Hewitt L.,Hewitt L.,187,87,271,595,3.75,1.25,3-6 6-1 0-6 4-6
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Querrey S.,Pospisil V.,60,35,785,1090,1.72,2.0,6-3 6-7 2-6 6-4 6-4
Australian Open,2015-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Monfils G.,Monfils G.,117,19,486,1770,4.5,1.18,7-6 6-3 4-6 1-6 4-6
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Melzer J.,Berdych T.,7,108,4660,514,1.04,13.0,7-6 6-2 6-2
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Baghdatis M.,Baghdatis M.,22,78,1669,658,1.36,3.0,1-6 4-6 6-4 0-6
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Mayer L.,Troicki V.,54,26,826,1389,1.66,2.1,6-4 4-6 6-4 6-0
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Duckworth J.,Gasquet R.,Gasquet R.,120,28,468,1350,9.0,1.07,2-6 3-6 5-7
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Matosevic M.,Murray A.,6,81,4675,628,1.03,15.0,6-1 6-3 6-2
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Berankis R.,Anderson K.,Anderson K.,85,15,615,2125,3.4,1.3,2-6 2-6 6-7
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Lacko L.,Dimitrov G.,11,99,3645,553,1.06,10.0,6-3 6-7 6-3 6-3
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Bolelli S.,Federer R.,Federer R.,48,2,864,9875,17.0,1.02,6-3 3-6 2-6 2-6
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Seppi A.,Chardy J.,Seppi A.,46,31,915,1195,2.62,1.44,7-5 3-6 6-2 6-1
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Rosol L.,Sela D.,Sela D.,30,106,1210,520,2.0,1.72,6-7 7-5 5-7 3-6
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Karlovic I.,Kyrgios N.,53,27,830,1365,2.2,1.61,7-6 6-4 5-7 6-4
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Roger-Vasselin E.,Jaziri M.,Jaziri M.,119,75,470,676,1.5,2.5,6-1 3-6 4-6 6-1 3-6
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Groth S.,Kokkinakis T.,Groth S.,82,147,625,361,1.61,2.2,3-6 6-3 7-5 3-6 6-1
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Smyczek T.,Nadal R.,Nadal R.,112,3,502,6585,17.0,1.02,2-6 6-3 7-6 3-6 5-7
Australian Open,2015-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Kohlschreiber P.,Tomic B.,66,24,737,1415,1.66,2.1,6-7 6-4 7-6 7-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Haider-Maurer A.,Isner J.,Isner J.,79,21,651,1685,5.5,1.12,4-6 6-7 6-4 4-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Bachinger M.,Nieminen J.,72,142,693,378,2.0,1.72,7-6 7-5 7-5
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Dodig I.,Nishikori K.,Nishikori K.,86,5,610,5025,10.0,1.06,6-4 5-7 2-6 6-7
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Garcia-Lopez G.,Gonzalez A.,Garcia-Lopez G.,37,107,1020,519,1.4,2.75,6-1 6-3 6-3
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Giraldo S.,Johnson S.,Johnson S.,32,38,1175,993,2.62,1.44,3-6 4-6 2-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Pospisil V.,Lorenzi P.,Pospisil V.,60,64,785,759,1.16,5.0,6-7 7-6 6-3 6-4
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Copil M.,Wawrinka S.,Wawrinka S.,194,4,254,5370,13.0,1.04,6-7 6-7 3-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Muller G.,Bautista R.,Muller G.,42,16,964,2110,2.62,1.44,7-6 1-6 7-5 6-1
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Kuznetsov An.,Djokovic N.,Djokovic N.,88,1,595,11405,26.0,1.01,0-6 1-6 4-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Granollers M.,Simon G.,20,58,1730,790,1.3,3.4,7-6 6-2 6-4
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Stakhovsky S.,Ferrer D.,Ferrer D.,71,10,699,4145,13.0,1.04,7-5 3-6 4-6 2-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Janowicz J.,Monfils G.,Janowicz J.,44,19,925,1770,3.25,1.33,6-4 1-6 6-7 6-3 6-3
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Becker B.,Becker B.,87,41,595,973,2.0,1.72,6-2 6-1 3-6 4-6 2-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Soeda G.,Verdasco F.,33,92,1135,571,1.16,5.0,6-3 6-2 7-6
Australian Open,2015-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Raonic M.,Raonic M.,56,8,809,4575,11.0,1.05,4-6 6-7 3-6
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Baghdatis M.,Dimitrov G.,11,78,3645,658,1.2,4.33,4-6 6-3 3-6 6-3 6-3
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Troicki V.,Berdych T.,Berdych T.,54,7,826,4660,5.0,1.16,4-6 3-6 4-6
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Seppi A.,Federer R.,Seppi A.,46,2,915,9875,17.0,1.02,6-4 7-6 4-6 7-6
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Sousa J.,Murray A.,Murray A.,55,6,822,4675,19.0,1.02,1-6 1-6 5-7
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Tomic B.,Groth S.,Tomic B.,66,82,737,625,1.25,3.75,6-4 7-6 6-3
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Anderson K.,Anderson K.,28,15,1350,2125,1.5,2.5,4-6 6-7 6-7
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Kyrgios N.,Jaziri M.,Kyrgios N.,53,75,830,676,1.16,5.0,6-3 7-6 6-1
Australian Open,2015-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Sela D.,Nadal R.,Nadal R.,106,3,520,6585,7.0,1.1,1-6 0-6 5-7
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Becker B.,Raonic M.,8,41,4575,973,1.07,9.0,6-4 6-3 6-3
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Janowicz J.,Lopez F.,Lopez F.,44,14,925,2130,1.57,2.25,6-7 4-6 6-7
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Nieminen J.,Wawrinka S.,4,72,5370,693,1.07,9.0,6-4 6-2 6-4
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Pospisil V.,Garcia-Lopez G.,Garcia-Lopez G.,60,37,785,1020,2.25,1.57,2-6 4-6 4-6
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Johnson S.,Nishikori K.,5,38,5025,993,1.08,8.0,6-7 6-1 6-2 6-3
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Isner J.,Muller G.,Muller G.,21,42,1685,964,1.53,2.37,6-7 6-7 4-6
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Verdasco F.,Djokovic N.,1,33,11405,1135,1.03,15.0,7-6 6-3 6-4
Australian Open,2015-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Simon G.,Ferrer D.,Ferrer D.,20,10,1730,4145,3.0,1.36,2-6 5-7 7-5 6-7
Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Tomic B.,Berdych T.,7,66,4660,737,1.3,3.5,6-2 7-6 6-2
Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Anderson K.,Nadal R.,Nadal R.,15,3,2125,6585,3.5,1.3,5-7 1-6 4-6
Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Kyrgios N.,Seppi A.,Kyrgios N.,53,46,830,915,1.72,2.1,5-7 4-6 6-3 7-6 8-6
Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,Murray A.,Murray A.,11,6,3645,4675,3.75,1.28,4-6 7-6 3-6 5-7
Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Garcia-Lopez G.,Wawrinka S.,4,37,5370,1020,1.07,9.0,7-6 6-4 4-6 7-6
Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Nishikori K.,Nishikori K.,10,5,4145,5025,3.0,1.4,3-6 3-6 3-6
Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Lopez F.,Raonic M.,8,14,4575,2130,1.14,5.5,6-4 4-6 6-3 6-7 6-3
Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Muller G.,Djokovic N.,Djokovic N.,42,1,964,11405,17.0,1.02,4-6 5-7 5-7
Australian Open,2015-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Nadal R.,Berdych T.,7,3,4660,6585,2.5,1.53,6-2 6-0 7-6
Australian Open,2015-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Kyrgios N.,Murray A.,Murray A.,53,6,830,4675,6.0,1.12,3-6 6-7 3-6
Australian Open,2015-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Nishikori K.,Wawrinka S.,4,5,5370,5025,2.1,1.72,6-3 6-4 7-6
Australian Open,2015-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Raonic M.,Djokovic N.,Djokovic N.,8,1,4575,11405,6.5,1.11,6-7 4-6 2-6
Australian Open,2015-01-29,Grand Slam,Outdoor,Hard,Semifinals,5,Murray A.,Berdych T.,Murray A.,6,7,4675,4660,1.66,2.2,6-7 6-0 6-3 7-5
Australian Open,2015-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Wawrinka S.,Djokovic N.,Djokovic N.,4,1,5370,11405,4.33,1.22,6-7 6-3 4-6 6-4 0-6
Australian Open,2015-02-01,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Murray A.,Djokovic N.,1,6,11405,4675,1.44,2.75,7-6 6-7 6-3 6-0
Open Sud de France,2015-02-02,ATP250,Indoor,Hard,1st Round,3,Millot V.,Kamke T.,Kamke T.,175,98,283,560,2.75,1.4,6-2 3-6 5-7
Open Sud de France,2015-02-02,ATP250,Indoor,Hard,1st Round,3,Sousa J.,Lokoli L.,Sousa J.,49,214,902,224,1.33,3.25,6-2 6-4
Open Sud de France,2015-02-02,ATP250,Indoor,Hard,1st Round,3,Brown D.,Janowicz J.,Janowicz J.,94,44,576,925,2.75,1.4,6-2 6-7 5-7
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,De Schepper K.,Ilhan M.,De Schepper K.,105,101,530,555,1.53,2.37,6-4 3-6 6-3
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Nieminen J.,Nieminen J.,58,66,784,738,2.0,1.72,6-7 3-6
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,Roger-Vasselin E.,Beck A.,Roger-Vasselin E.,127,110,425,509,1.44,2.62,3-6 6-3 6-4
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,Zopp J.,Sela D.,Sela D.,183,89,271,600,2.0,1.72,3-6 4-6
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,Pouille L.,Kudryavtsev A.,Pouille L.,115,117,486,467,1.44,2.62,6-4 7-6
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,Daniel T.,Mathieu P.H.,Mathieu P.H.,187,96,265,570,2.25,1.57,3-6 7-6 1-6
Open Sud de France,2015-02-03,ATP250,Indoor,Hard,1st Round,3,Paire B.,Basilashvili N.,Paire B.,149,170,346,298,1.8,1.9,5-7 6-2 6-4
Open Sud de France,2015-02-04,ATP250,Indoor,Hard,1st Round,3,Ito T.,Darcis S.,Darcis S.,87,125,608,433,4.5,1.18,2-6 2-6
Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3,Sousa J.,Kamke T.,Sousa J.,49,98,902,560,1.61,2.2,4-6 6-4 6-3
Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3,Roger-Vasselin E.,Simon G.,Simon G.,127,19,425,1730,3.5,1.28,3-6 3-6
Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Pouille L.,Gasquet R.,28,115,1350,486,1.18,4.5,6-3 7-6
Open Sud de France,2015-02-04,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Janowicz J.,Janowicz J.,149,44,346,925,2.5,1.5,2-6 6-3 3-6
Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3,Darcis S.,Nieminen J.,Darcis S.,125,66,433,738,1.72,2.0,6-2 7-6
Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3,Mathieu P.H.,Kohlschreiber P.,Kohlschreiber P.,96,23,570,1460,3.75,1.25,6-3 6-7 4-6
Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,De Schepper K.,Monfils G.,20,105,1725,530,1.2,4.33,6-4 7-6
Open Sud de France,2015-02-05,ATP250,Indoor,Hard,2nd Round,3,Sela D.,Istomin D.,Istomin D.,89,61,600,770,2.0,1.72,6-7 2-6
Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Janowicz J.,Simon G.,Janowicz J.,44,19,925,1730,2.62,1.44,6-2 7-5
Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Kohlschreiber P.,Sousa J.,Sousa J.,23,49,1460,902,1.28,3.5,6-7 4-6
Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Gasquet R.,Istomin D.,Gasquet R.,28,61,1350,770,1.18,4.5,6-3 6-4
Open Sud de France,2015-02-06,ATP250,Indoor,Hard,Quarterfinals,3,Darcis S.,Monfils G.,Monfils G.,125,20,433,1725,3.0,1.36,6-4 2-6 3-6
Open Sud de France,2015-02-07,ATP250,Indoor,Hard,Semifinals,3,Janowicz J.,Sousa J.,Janowicz J.,44,49,925,902,1.4,3.0,7-6 3-6 6-1
Open Sud de France,2015-02-07,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Gasquet R.,Gasquet R.,20,28,1725,1350,2.1,1.72,4-6 3-6
Ecuador Open,2015-02-02,ATP250,Outdoor,Clay,1st Round,3,Zeballos H.,Krajicek A.,Zeballos H.,124,157,433,325,1.36,3.0,7-6 6-4
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Arguello F.,Montanes A.,Montanes A.,146,103,349,534,2.25,1.57,1-6 3-6
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Falla A.,Souza J.,Falla A.,122,113,434,494,2.5,1.5,6-7 6-1 6-4
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Vanni L.,Lajovic D.,Lajovic D.,145,80,357,651,3.0,1.36,6-7 4-6
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Olivo R.,Donskoy E.,Olivo R.,265,129,182,423,1.72,2.0,7-6 3-6 6-1
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Haider-Maurer A.,Melzer G.,Melzer G.,77,154,673,331,1.36,3.0,6-1 6-7 6-7
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Jarry N.,Escobar G.,Jarry N.,219,309,220,152,1.25,3.75,2-6 6-4 6-3
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Menendez-Maceiras A.,Lorenzi P.,Lorenzi P.,130,68,418,737,4.0,1.22,6-4 4-6 6-7
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Fucsovics M.,Gimeno-Traver D.,90,161,590,316,1.33,3.25,3-6 6-4 6-4
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Gonzalez A.,Gonzalez A.,116,106,476,525,1.72,2.0,2-6 4-6
Ecuador Open,2015-02-03,ATP250,Outdoor,Clay,1st Round,3,Estrella Burgos V.,Ghem A.,Estrella Burgos V.,76,173,674,289,1.72,2.0,6-4 6-4
Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,1st Round,3,Lapentti G.,Bellucci T.,Bellucci T.,307,73,154,693,4.5,1.18,3-6 7-6 2-6
Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,2nd Round,3,Montanes A.,Giraldo S.,Montanes A.,103,31,534,1210,2.62,1.44,7-6 7-5
Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,2nd Round,3,Olivo R.,Estrella Burgos V.,Estrella Burgos V.,265,76,182,674,2.5,1.5,6-7 4-6
Ecuador Open,2015-02-04,ATP250,Outdoor,Clay,2nd Round,3,Bellucci T.,Zeballos H.,Bellucci T.,73,124,693,433,1.36,3.0,6-2 3-6 7-6
Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,Klizan M.,Klizan M.,90,38,590,1072,2.1,1.66,3-6 7-5 5-7
Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3,Lopez F.,Gonzalez A.,Lopez F.,14,106,2220,525,1.5,2.5,7-5 6-2
Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3,Jarry N.,Lajovic D.,Lajovic D.,219,80,220,651,2.5,1.5,4-6 6-3 3-6
Ecuador Open,2015-02-05,ATP250,Outdoor,Clay,2nd Round,3,Lorenzi P.,Falla A.,Lorenzi P.,68,122,737,434,1.61,2.2,7-5 6-1
Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,2nd Round,3,Melzer G.,Verdasco F.,Verdasco F.,154,32,331,1180,5.0,1.16,6-7 4-6
Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,Quarterfinals,3,Bellucci T.,Montanes A.,Bellucci T.,73,103,693,534,1.53,2.37,6-3 7-6
Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,Quarterfinals,3,Klizan M.,Estrella Burgos V.,Estrella Burgos V.,38,76,1072,674,1.28,3.5,2-6 2-6
Ecuador Open,2015-02-06,ATP250,Outdoor,Clay,Quarterfinals,3,Lopez F.,Lajovic D.,Lopez F.,14,80,2220,651,1.36,3.0,4-6 7-5 6-1
Ecuador Open,2015-02-07,ATP250,Outdoor,Clay,Quarterfinals,3,Lorenzi P.,Verdasco F.,Verdasco F.,68,32,737,1180,3.25,1.33,1-6 2-6
Ecuador Open,2015-02-07,ATP250,Outdoor,Clay,Semifinals,3,Estrella Burgos V.,Bellucci T.,Estrella Burgos V.,76,73,674,693,2.75,1.44,7-6 7-5
Ecuador Open,2015-02-07,ATP250,Outdoor,Clay,Semifinals,3,Verdasco F.,Lopez F.,Lopez F.,32,14,1180,2220,1.5,2.62,6-7 6-7
Ecuador Open,2015-02-08,ATP250,Outdoor,Clay,The Final,3,Estrella Burgos V.,Lopez F.,Estrella Burgos V.,76,14,674,2220,3.0,1.4,6-2 6-7 7-6
